"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour","flighttime","flighttime24","ChristmasEve"
"27031",2013,4,7,1907,1910,-3,2227,2240,-13,"AA",21,"N336AA","JFK","LAX",343,2475,19,10,2013-04-07 19:00:00,320,320,"Un-Christmas Eve"
"27032",2013,4,7,1912,1915,-3,2214,2216,-2,"B6",155,"N534JB","JFK","MCO",136,944,19,15,2013-04-07 19:00:00,302,302,"Un-Christmas Eve"
"27033",2013,4,7,1916,1915,1,2215,2202,13,"DL",1345,"N3734B","JFK","PHX",310,2153,19,15,2013-04-07 19:00:00,299,299,"Un-Christmas Eve"
"27034",2013,4,7,1917,1925,-8,2126,2128,-2,"9E",3899,"N8943A","JFK","CLE",78,425,19,25,2013-04-07 19:00:00,209,209,"Un-Christmas Eve"
"27035",2013,4,7,1918,1929,-11,2213,2229,-16,"AA",2075,"N439AA","EWR","DFW",197,1372,19,29,2013-04-07 19:00:00,295,295,"Un-Christmas Eve"
"27036",2013,4,7,1918,1730,108,2203,2028,95,"DL",1585,"N908DE","LGA","MCO",135,950,17,30,2013-04-07 17:00:00,285,285,"Un-Christmas Eve"
"27037",2013,4,7,1919,1915,4,2106,2110,-4,"9E",3525,"N934XJ","JFK","ORD",121,740,19,15,2013-04-07 19:00:00,187,187,"Un-Christmas Eve"
"27038",2013,4,7,1920,1930,-10,2141,2131,10,"EV",4593,"N22971","EWR","CHS",97,628,19,30,2013-04-07 19:00:00,221,221,"Un-Christmas Eve"
"27039",2013,4,7,1920,1925,-5,2138,2141,-3,"9E",3798,"N8794B","JFK","CLT",83,541,19,25,2013-04-07 19:00:00,218,218,"Un-Christmas Eve"
"27040",2013,4,7,1920,1925,-5,2228,2230,-2,"AA",1787,"N3EGAA","JFK","TPA",144,1005,19,25,2013-04-07 19:00:00,308,308,"Un-Christmas Eve"
"27041",2013,4,7,1921,1930,-9,2049,2105,-16,"EV",5472,"N724EV","LGA","ORF",49,296,19,30,2013-04-07 19:00:00,128,128,"Un-Christmas Eve"
"27042",2013,4,7,1922,1925,-3,2152,2154,-2,"EV",5220,"N730EV","LGA","MCI",185,1107,19,25,2013-04-07 19:00:00,230,230,"Un-Christmas Eve"
"27043",2013,4,7,1923,1929,-6,2050,2109,-19,"MQ",4569,"N711MQ","LGA","RDU",66,431,19,29,2013-04-07 19:00:00,127,127,"Un-Christmas Eve"
"27044",2013,4,7,1923,1910,13,2230,2230,0,"UA",1152,"N77520","EWR","PDX",331,2434,19,10,2013-04-07 19:00:00,307,307,"Un-Christmas Eve"
"27045",2013,4,7,1924,1930,-6,2137,2138,-1,"EV",4543,"N15572","EWR","DSM",159,1017,19,30,2013-04-07 19:00:00,213,213,"Un-Christmas Eve"
"27046",2013,4,7,1924,1900,24,2247,2226,21,"DL",2190,"N912DE","JFK","MIA",152,1089,19,0,2013-04-07 19:00:00,323,323,"Un-Christmas Eve"
"27047",2013,4,7,1925,1935,-10,2049,2056,-7,"9E",3650,"N839AY","JFK","PHL",26,94,19,35,2013-04-07 19:00:00,124,124,"Un-Christmas Eve"
"27048",2013,4,7,1925,1925,0,2227,2243,-16,"DL",2139,"N976DL","LGA","MIA",152,1096,19,25,2013-04-07 19:00:00,302,302,"Un-Christmas Eve"
"27049",2013,4,7,1925,1929,-4,2225,2243,-18,"DL",1854,"N932DL","LGA","FLL",156,1076,19,29,2013-04-07 19:00:00,300,300,"Un-Christmas Eve"
"27050",2013,4,7,1927,1929,-2,2226,2247,-21,"DL",1433,"N344NB","LGA","RSW",158,1080,19,29,2013-04-07 19:00:00,299,299,"Un-Christmas Eve"
"27051",2013,4,7,1928,1918,10,2234,2216,18,"UA",1159,"N34282","EWR","PBI",147,1023,19,18,2013-04-07 19:00:00,306,306,"Un-Christmas Eve"
"27052",2013,4,7,1929,1915,14,2241,2219,22,"B6",21,"N258JB","JFK","TPA",145,1005,19,15,2013-04-07 19:00:00,312,312,"Un-Christmas Eve"
"27053",2013,4,7,1930,1933,-3,2216,2210,6,"EV",4333,"N11193","EWR","TUL",187,1215,19,33,2013-04-07 19:00:00,286,286,"Un-Christmas Eve"
"27054",2013,4,7,1932,1715,137,2103,1900,123,"AA",2019,"N519AA","LGA","STL",133,888,17,15,2013-04-07 17:00:00,171,171,"Un-Christmas Eve"
"27055",2013,4,7,1933,1933,0,2207,2201,6,"EV",4296,"N21130","EWR","MSY",168,1167,19,33,2013-04-07 19:00:00,274,274,"Un-Christmas Eve"
"27056",2013,4,7,1933,1936,-3,2049,2100,-11,"EV",5705,"N833AS","LGA","IAD",48,229,19,36,2013-04-07 19:00:00,116,116,"Un-Christmas Eve"
"27057",2013,4,7,1933,1940,-7,2222,2231,-9,"9E",3340,"N600LR","JFK","JAX",123,828,19,40,2013-04-07 19:00:00,289,289,"Un-Christmas Eve"
"27058",2013,4,7,1934,1937,-3,2311,2256,15,"B6",147,"N531JB","JFK","RSW",158,1074,19,37,2013-04-07 19:00:00,377,377,"Un-Christmas Eve"
"27059",2013,4,7,1934,1940,-6,2123,2130,-7,"MQ",4423,"N822MQ","JFK","RDU",70,427,19,40,2013-04-07 19:00:00,189,189,"Un-Christmas Eve"
"27060",2013,4,7,1935,1935,0,2226,2242,-16,"DL",2370,"N378NW","LGA","PBI",151,1035,19,35,2013-04-07 19:00:00,291,291,"Un-Christmas Eve"
"27061",2013,4,7,1937,1940,-3,2137,2130,7,"MQ",3783,"N518MQ","JFK","CMH",72,483,19,40,2013-04-07 19:00:00,200,200,"Un-Christmas Eve"
"27062",2013,4,7,1938,1908,30,2239,2214,25,"UA",1637,"N37470","EWR","TPA",141,997,19,8,2013-04-07 19:00:00,301,301,"Un-Christmas Eve"
"27063",2013,4,7,1940,1930,10,2105,2048,17,"EV",5714,"N909EV","JFK","IAD",44,228,19,30,2013-04-07 19:00:00,165,165,"Un-Christmas Eve"
"27064",2013,4,7,1940,1945,-5,2059,2125,-26,"AA",361,"N586AA","LGA","ORD",117,733,19,45,2013-04-07 19:00:00,119,119,"Un-Christmas Eve"
"27065",2013,4,7,1941,1900,41,2050,2015,35,"US",2187,"N967UW","LGA","DCA",43,214,19,0,2013-04-07 19:00:00,109,109,"Un-Christmas Eve"
"27066",2013,4,7,1943,1945,-2,2246,2300,-14,"AA",1709,"N3CSAA","LGA","MIA",158,1096,19,45,2013-04-07 19:00:00,303,303,"Un-Christmas Eve"
"27067",2013,4,7,1943,1945,-2,2302,2243,19,"UA",1131,"N36280","EWR","SAN",342,2425,19,45,2013-04-07 19:00:00,359,359,"Un-Christmas Eve"
"27068",2013,4,7,1945,1945,0,2244,2249,-5,"DL",1435,"N354NW","LGA","TPA",147,1010,19,45,2013-04-07 19:00:00,299,299,"Un-Christmas Eve"
"27069",2013,4,7,1947,1955,-8,2123,2131,-8,"9E",4127,"N813AY","JFK","IAD",44,228,19,55,2013-04-07 19:00:00,176,176,"Un-Christmas Eve"
"27070",2013,4,7,1947,1950,-3,2227,2229,-2,"UA",1482,"N17719","EWR","PHX",310,2133,19,50,2013-04-07 19:00:00,280,280,"Un-Christmas Eve"
"27071",2013,4,7,1950,1955,-5,2116,2110,6,"AA",1762,"N3JAAA","JFK","BOS",36,187,19,55,2013-04-07 19:00:00,166,166,"Un-Christmas Eve"
"27072",2013,4,7,1950,1950,0,5,2340,25,"B6",645,"N779JB","JFK","SFO",372,2586,19,50,2013-04-07 19:00:00,-1945,455,"Un-Christmas Eve"
"27073",2013,4,7,1951,2000,-9,2307,2305,2,"B6",39,"N796JB","JFK","PBI",140,1028,20,0,2013-04-07 20:00:00,356,356,"Un-Christmas Eve"
"27074",2013,4,7,1951,1953,-2,2348,2325,23,"UA",1539,"N75435","EWR","SFO",384,2565,19,53,2013-04-07 19:00:00,397,397,"Un-Christmas Eve"
"27075",2013,4,7,1952,1959,-7,2208,2242,-34,"DL",1147,"N3772H","LGA","ATL",110,762,19,59,2013-04-07 19:00:00,256,256,"Un-Christmas Eve"
"27076",2013,4,7,1953,2000,-7,2120,2150,-30,"EV",5038,"N391CA","LGA","BHM",118,866,20,0,2013-04-07 20:00:00,167,167,"Un-Christmas Eve"
"27077",2013,4,7,1955,2005,-10,2118,2109,9,"EV",4566,"N14905","EWR","ALB",34,143,20,5,2013-04-07 20:00:00,163,163,"Un-Christmas Eve"
"27078",2013,4,7,1955,1932,23,2256,2250,6,"UA",1471,"N53441","EWR","RSW",153,1068,19,32,2013-04-07 19:00:00,301,301,"Un-Christmas Eve"
"27079",2013,4,7,1956,1957,-1,2115,2117,-2,"EV",4258,"N15983","EWR","IAD",41,212,19,57,2013-04-07 19:00:00,159,159,"Un-Christmas Eve"
"27080",2013,4,7,1956,2000,-4,2308,2315,-7,"UA",1416,"N16234","EWR","AUS",215,1504,20,0,2013-04-07 20:00:00,352,352,"Un-Christmas Eve"
"27081",2013,4,7,1957,2000,-3,2204,2208,-4,"EV",3818,"N14904","EWR","TYS",99,631,20,0,2013-04-07 20:00:00,247,247,"Un-Christmas Eve"
"27082",2013,4,7,1958,2000,-2,2145,2144,1,"B6",130,"N334JB","JFK","BUF",55,301,20,0,2013-04-07 20:00:00,187,187,"Un-Christmas Eve"
"27083",2013,4,7,1958,2001,-3,2252,2313,-21,"UA",1072,"N39416","EWR","SEA",310,2402,20,1,2013-04-07 20:00:00,294,294,"Un-Christmas Eve"
"27084",2013,4,7,1958,1950,8,2241,2256,-15,"UA",1168,"N73276","EWR","IAH",196,1400,19,50,2013-04-07 19:00:00,283,283,"Un-Christmas Eve"
"27085",2013,4,7,1959,2000,-1,2300,2308,-8,"UA",1292,"N16217","EWR","FLL",149,1065,20,0,2013-04-07 20:00:00,341,341,"Un-Christmas Eve"
"27086",2013,4,7,2004,1906,58,2135,2039,56,"EV",3805,"N13550","EWR","BNA",114,748,19,6,2013-04-07 19:00:00,131,131,"Un-Christmas Eve"
"27087",2013,4,7,2005,2005,0,2350,2330,20,"VX",415,"N848VA","JFK","LAX",358,2475,20,5,2013-04-07 20:00:00,345,345,"Un-Christmas Eve"
"27088",2013,4,7,2006,1945,21,2222,2140,42,"EV",5594,"N740EV","LGA","GSO",70,461,19,45,2013-04-07 19:00:00,216,216,"Un-Christmas Eve"
"27089",2013,4,7,2006,1945,21,2306,2240,26,"B6",381,"N715JB","LGA","FLL",150,1076,19,45,2013-04-07 19:00:00,300,300,"Un-Christmas Eve"
"27090",2013,4,7,2012,1935,37,2249,2235,14,"DL",1485,"N905DL","LGA","MCO",130,950,19,35,2013-04-07 19:00:00,237,237,"Un-Christmas Eve"
"27091",2013,4,7,2012,2000,12,2323,2325,-2,"UA",1696,"N68453","EWR","LAX",330,2454,20,0,2013-04-07 20:00:00,311,311,"Un-Christmas Eve"
"27092",2013,4,7,2013,2015,-2,2327,2318,9,"DL",1729,"N3737C","JFK","LAS",323,2248,20,15,2013-04-07 20:00:00,314,314,"Un-Christmas Eve"
"27093",2013,4,7,2020,2005,15,2201,2141,20,"EV",5681,"N26545","EWR","RDU",69,416,20,5,2013-04-07 20:00:00,181,181,"Un-Christmas Eve"
"27094",2013,4,7,2021,2015,6,2301,2308,-7,"UA",696,"N823UA","EWR","MCO",127,937,20,15,2013-04-07 20:00:00,280,280,"Un-Christmas Eve"
"27095",2013,4,7,2022,2015,7,2232,2239,-7,"9E",4033,"N801AY","LGA","TYS",94,647,20,15,2013-04-07 20:00:00,210,210,"Un-Christmas Eve"
"27096",2013,4,7,2022,2025,-3,2349,2329,20,"UA",771,"N596UA","JFK","LAX",351,2475,20,25,2013-04-07 20:00:00,327,327,"Un-Christmas Eve"
"27097",2013,4,7,2023,2030,-7,2152,2204,-12,"FL",354,"N937AT","LGA","CAK",67,397,20,30,2013-04-07 20:00:00,129,129,"Un-Christmas Eve"
"27098",2013,4,7,2023,2030,-7,2239,2258,-19,"B6",115,"N239JB","JFK","MSY",168,1182,20,30,2013-04-07 20:00:00,216,216,"Un-Christmas Eve"
"27099",2013,4,7,2023,2020,3,2359,2345,14,"UA",1466,"N37255","EWR","LAX",358,2454,20,20,2013-04-07 20:00:00,336,336,"Un-Christmas Eve"
"27100",2013,4,7,2024,1944,40,2147,2053,54,"EV",4312,"N27200","EWR","DCA",47,199,19,44,2013-04-07 19:00:00,123,123,"Un-Christmas Eve"
"27101",2013,4,7,2024,2025,-1,2326,2337,-11,"B6",801,"N661JB","JFK","FLL",151,1069,20,25,2013-04-07 20:00:00,302,302,"Un-Christmas Eve"
"27102",2013,4,7,2024,2005,19,2211,2200,11,"MQ",4555,"N735MQ","LGA","CMH",84,479,20,5,2013-04-07 20:00:00,187,187,"Un-Christmas Eve"
"27103",2013,4,7,2026,2030,-4,2134,2154,-20,"DL",985,"N350NA","JFK","BOS",38,187,20,30,2013-04-07 20:00:00,108,108,"Un-Christmas Eve"
"27104",2013,4,7,2026,2030,-4,2232,2251,-19,"EV",5157,"N754EV","LGA","CVG",96,585,20,30,2013-04-07 20:00:00,206,206,"Un-Christmas Eve"
"27105",2013,4,7,2026,2020,6,2238,2245,-7,"MQ",4662,"N506MQ","LGA","ATL",110,762,20,20,2013-04-07 20:00:00,212,212,"Un-Christmas Eve"
"27106",2013,4,7,2026,2021,5,2214,2159,15,"UA",1464,"N39726","EWR","CLE",69,404,20,21,2013-04-07 20:00:00,188,188,"Un-Christmas Eve"
"27107",2013,4,7,2028,2030,-2,2301,2315,-14,"B6",619,"N346JB","JFK","JAX",122,828,20,30,2013-04-07 20:00:00,273,273,"Un-Christmas Eve"
"27108",2013,4,7,2028,2030,-2,2202,2150,12,"WN",184,"N231WN","EWR","MDW",115,711,20,30,2013-04-07 20:00:00,174,174,"Un-Christmas Eve"
"27109",2013,4,7,2028,2030,-2,2316,2336,-20,"UA",527,"N831UA","EWR","DFW",198,1372,20,30,2013-04-07 20:00:00,288,288,"Un-Christmas Eve"
"27110",2013,4,7,2028,2029,-1,2244,2254,-10,"UA",1409,"N39461","EWR","DEN",223,1605,20,29,2013-04-07 20:00:00,216,216,"Un-Christmas Eve"
"27111",2013,4,7,2032,2040,-8,2329,2356,-27,"B6",165,"N584JB","JFK","PDX",327,2454,20,40,2013-04-07 20:00:00,297,297,"Un-Christmas Eve"
"27112",2013,4,7,2032,2040,-8,2158,2200,-2,"MQ",4449,"N838MQ","JFK","DCA",54,213,20,40,2013-04-07 20:00:00,126,126,"Un-Christmas Eve"
"27113",2013,4,7,2032,2000,32,2146,2119,27,"US",2189,"N965UW","LGA","DCA",51,214,20,0,2013-04-07 20:00:00,114,114,"Un-Christmas Eve"
"27114",2013,4,7,2035,1955,40,2210,2140,30,"EV",4126,"N29917","LGA","CLE",72,419,19,55,2013-04-07 19:00:00,175,175,"Un-Christmas Eve"
"27115",2013,4,7,2035,2040,-5,2344,2355,-11,"B6",1069,"N236JB","JFK","AUS",221,1521,20,40,2013-04-07 20:00:00,309,309,"Un-Christmas Eve"
"27116",2013,4,7,2036,2040,-4,2149,2154,-5,"B6",1178,"N206JB","EWR","BOS",41,200,20,40,2013-04-07 20:00:00,113,113,"Un-Christmas Eve"
"27117",2013,4,7,2040,2025,15,35,26,9,"UA",1071,"N76516","EWR","BQN",201,1585,20,25,2013-04-07 20:00:00,-2005,395,"Un-Christmas Eve"
"27118",2013,4,7,2042,2039,3,2201,2207,-6,"EV",4224,"N14972","EWR","MKE",112,725,20,39,2013-04-07 20:00:00,159,159,"Un-Christmas Eve"
"27119",2013,4,7,2043,2035,8,2246,2234,12,"EV",4682,"N15986","EWR","GSP",92,594,20,35,2013-04-07 20:00:00,203,203,"Un-Christmas Eve"
"27120",2013,4,7,2044,2045,-1,2333,2353,-20,"B6",629,"N184JB","JFK","HOU",201,1428,20,45,2013-04-07 20:00:00,289,289,"Un-Christmas Eve"
"27121",2013,4,7,2045,2052,-7,2308,2314,-6,"EV",4132,"N11155","EWR","OMA",172,1134,20,52,2013-04-07 20:00:00,263,263,"Un-Christmas Eve"
"27122",2013,4,7,2046,2050,-4,2148,2221,-33,"B6",1020,"N607JB","JFK","BOS",37,187,20,50,2013-04-07 20:00:00,102,102,"Un-Christmas Eve"
"27123",2013,4,7,2046,2032,14,9,3,6,"B6",677,"N648JB","JFK","LAX",354,2475,20,32,2013-04-07 20:00:00,-2037,363,"Un-Christmas Eve"
"27124",2013,4,7,2046,2050,-4,2157,2215,-18,"WN",719,"N775SW","LGA","MDW",114,725,20,50,2013-04-07 20:00:00,111,111,"Un-Christmas Eve"
"27125",2013,4,7,2048,2105,-17,2234,2305,-31,"MQ",4573,"N722MQ","LGA","DTW",84,502,21,5,2013-04-07 21:00:00,186,186,"Un-Christmas Eve"
"27126",2013,4,7,2049,2055,-6,2223,2215,8,"MQ",3744,"N508MQ","EWR","ORD",113,719,20,55,2013-04-07 20:00:00,174,174,"Un-Christmas Eve"
"27127",2013,4,7,2050,2050,0,32,22,10,"UA",651,"N839UA","EWR","SFO",363,2565,20,50,2013-04-07 20:00:00,-2018,382,"Un-Christmas Eve"
"27128",2013,4,7,2051,2053,-2,2203,2159,4,"UA",1265,"N76288","EWR","BOS",40,200,20,53,2013-04-07 20:00:00,152,152,"Un-Christmas Eve"
"27129",2013,4,7,2051,2055,-4,2353,2359,-6,"UA",1680,"N16701","EWR","MIA",151,1085,20,55,2013-04-07 20:00:00,302,302,"Un-Christmas Eve"
"27130",2013,4,7,2053,2055,-2,2215,2230,-15,"AA",371,"N549AA","LGA","ORD",118,733,20,55,2013-04-07 20:00:00,162,162,"Un-Christmas Eve"
"27131",2013,4,7,2054,2101,-7,11,2359,12,"UA",374,"N524UA","EWR","FLL",153,1065,21,1,2013-04-07 21:00:00,-2043,357,"Un-Christmas Eve"
"27132",2013,4,7,2054,2000,54,2156,2113,43,"US",2142,"N963UW","LGA","BOS",40,184,20,0,2013-04-07 20:00:00,102,102,"Un-Christmas Eve"
"27133",2013,4,7,2057,2100,-3,16,32,-16,"DL",2363,"N721TW","JFK","LAX",350,2475,21,0,2013-04-07 21:00:00,-2041,359,"Un-Christmas Eve"
"27134",2013,4,7,2058,2059,-1,2317,2256,21,"EV",4368,"N11539","EWR","DAY",88,533,20,59,2013-04-07 20:00:00,259,259,"Un-Christmas Eve"
"27135",2013,4,7,2058,2100,-2,2302,2246,16,"EV",4672,"N16911","EWR","STL",140,872,21,0,2013-04-07 21:00:00,244,244,"Un-Christmas Eve"
"27136",2013,4,7,2058,2015,43,52,11,41,"UA",1244,"N76269","EWR","SJU",192,1608,20,15,2013-04-07 20:00:00,-2006,394,"Un-Christmas Eve"
"27137",2013,4,7,2059,2100,-1,2328,2327,1,"DL",1247,"N938DL","LGA","ATL",118,762,21,0,2013-04-07 21:00:00,269,269,"Un-Christmas Eve"
"27138",2013,4,7,2100,2100,0,2346,2315,31,"EV",3817,"N16571","EWR","SDF",108,642,21,0,2013-04-07 21:00:00,246,246,"Un-Christmas Eve"
"27139",2013,4,7,2100,2105,-5,2306,2259,7,"EV",4700,"N27152","EWR","CLT",83,529,21,5,2013-04-07 21:00:00,206,206,"Un-Christmas Eve"
"27140",2013,4,7,2100,2100,0,2230,2215,15,"US",2191,"N770UW","LGA","DCA",47,214,21,0,2013-04-07 21:00:00,130,130,"Un-Christmas Eve"
"27141",2013,4,7,2105,2112,-7,2250,2224,26,"EV",4119,"N16961","EWR","RIC",49,277,21,12,2013-04-07 21:00:00,145,145,"Un-Christmas Eve"
"27142",2013,4,7,2105,2000,65,24,2335,49,"UA",442,"N413UA","EWR","SAT",221,1569,20,0,2013-04-07 20:00:00,-2081,319,"Un-Christmas Eve"
"27143",2013,4,7,2105,2055,10,23,2359,24,"UA",1299,"N76254","EWR","RSW",158,1068,20,55,2013-04-07 20:00:00,-2082,318,"Un-Christmas Eve"
"27144",2013,4,7,2105,2105,0,2348,2357,-9,"UA",736,"N410UA","EWR","IAH",193,1400,21,5,2013-04-07 21:00:00,243,243,"Un-Christmas Eve"
"27145",2013,4,7,2108,2115,-7,2245,2310,-25,"MQ",4584,"N539MQ","LGA","CLT",80,544,21,15,2013-04-07 21:00:00,137,137,"Un-Christmas Eve"
"27146",2013,4,7,2110,2112,-2,8,14,-6,"UA",1676,"N13716","EWR","PBI",137,1023,21,12,2013-04-07 21:00:00,-2102,298,"Un-Christmas Eve"
"27147",2013,4,7,2112,2115,-3,2228,2214,14,"EV",4404,"N13903","EWR","PVD",34,160,21,15,2013-04-07 21:00:00,116,116,"Un-Christmas Eve"
"27148",2013,4,7,2112,2115,-3,1,2356,5,"B6",927,"N746JB","EWR","MCO",128,937,21,15,2013-04-07 21:00:00,-2111,289,"Un-Christmas Eve"
"27149",2013,4,7,2113,1925,108,2240,2124,76,"9E",3444,"N928XJ","JFK","RDU",67,427,19,25,2013-04-07 19:00:00,127,127,"Un-Christmas Eve"
"27150",2013,4,7,2114,2115,-1,2353,2353,0,"B6",97,"N613JB","JFK","DEN",235,1626,21,15,2013-04-07 21:00:00,239,239,"Un-Christmas Eve"
"27151",2013,4,7,2114,2118,-4,10,20,-10,"UA",1241,"N78285","EWR","TPA",141,997,21,18,2013-04-07 21:00:00,-2104,296,"Un-Christmas Eve"
"27152",2013,4,7,2114,2000,74,2228,2137,51,"UA",1642,"N33289","LGA","ORD",118,733,20,0,2013-04-07 20:00:00,114,114,"Un-Christmas Eve"
"27153",2013,4,7,2121,2129,-8,16,17,-1,"B6",199,"N579JB","JFK","LAS",324,2248,21,29,2013-04-07 21:00:00,-2105,295,"Un-Christmas Eve"
"27154",2013,4,7,2124,2130,-6,2246,2300,-14,"MQ",4617,"N501MQ","LGA","RDU",65,431,21,30,2013-04-07 21:00:00,122,122,"Un-Christmas Eve"
"27155",2013,4,7,2125,2125,0,2238,2235,3,"MQ",4660,"N542MQ","LGA","BNA",111,764,21,25,2013-04-07 21:00:00,113,113,"Un-Christmas Eve"
"27156",2013,4,7,2129,2130,-1,2248,2303,-15,"B6",104,"N231JB","JFK","BUF",59,301,21,30,2013-04-07 21:00:00,119,119,"Un-Christmas Eve"
"27157",2013,4,7,2129,2100,29,1,2338,23,"B6",399,"N589JB","LGA","MCO",134,950,21,0,2013-04-07 21:00:00,-2128,272,"Un-Christmas Eve"
"27158",2013,4,7,2132,2135,-3,2304,2245,19,"EV",4206,"N11164","EWR","BTV",46,266,21,35,2013-04-07 21:00:00,172,172,"Un-Christmas Eve"
"27159",2013,4,7,2136,2140,-4,17,28,-11,"B6",43,"N775JB","JFK","MCO",134,944,21,40,2013-04-07 21:00:00,-2119,281,"Un-Christmas Eve"
"27160",2013,4,7,2139,2150,-11,35,40,-5,"B6",515,"N298JB","EWR","FLL",143,1065,21,50,2013-04-07 21:00:00,-2104,296,"Un-Christmas Eve"
"27161",2013,4,7,2141,2145,-4,49,105,-16,"AA",185,"N338AA","JFK","LAX",341,2475,21,45,2013-04-07 21:00:00,-2092,308,"Un-Christmas Eve"
"27162",2013,4,7,2142,2145,-3,27,48,-21,"B6",11,"N509JB","JFK","FLL",147,1069,21,45,2013-04-07 21:00:00,-2115,285,"Un-Christmas Eve"
"27163",2013,4,7,2144,2146,-2,121,142,-21,"B6",701,"N339JB","JFK","SJU",199,1598,21,46,2013-04-07 21:00:00,-2023,377,"Un-Christmas Eve"
"27164",2013,4,7,2146,2151,-5,2300,2259,1,"UA",531,"N477UA","EWR","BOS",42,200,21,51,2013-04-07 21:00:00,154,154,"Un-Christmas Eve"
"27165",2013,4,7,2149,2150,-1,19,43,-24,"B6",325,"N504JB","JFK","TPA",136,1005,21,50,2013-04-07 21:00:00,-2130,270,"Un-Christmas Eve"
"27166",2013,4,7,2156,2159,-3,2250,2253,-3,"EV",5670,"N12135","EWR","BWI",34,169,21,59,2013-04-07 21:00:00,94,94,"Un-Christmas Eve"
"27167",2013,4,7,2156,2129,27,2301,2231,30,"EV",4350,"N11119","EWR","DCA",39,199,21,29,2013-04-07 21:00:00,145,145,"Un-Christmas Eve"
"27168",2013,4,7,2157,2155,2,36,48,-12,"B6",35,"N558JB","JFK","PBI",139,1028,21,55,2013-04-07 21:00:00,-2121,279,"Un-Christmas Eve"
"27169",2013,4,7,2202,2159,3,2256,2259,-3,"EV",4276,"N14177","EWR","BDL",27,116,21,59,2013-04-07 21:00:00,54,54,"Un-Christmas Eve"
"27170",2013,4,7,2202,2001,121,5,2212,113,"EV",4536,"N21197","EWR","CVG",96,569,20,1,2013-04-07 20:00:00,-2197,203,"Un-Christmas Eve"
"27171",2013,4,7,2203,2100,63,2258,2210,48,"US",2144,"N951UW","LGA","BOS",39,184,21,0,2013-04-07 21:00:00,55,55,"Un-Christmas Eve"
"27172",2013,4,7,2217,2220,-3,147,209,-22,"B6",713,"N806JB","JFK","SJU",193,1598,22,20,2013-04-07 22:00:00,-2070,330,"Un-Christmas Eve"
"27173",2013,4,7,2219,2225,-6,2313,2342,-29,"DL",2155,"N376NW","LGA","PWM",41,269,22,25,2013-04-07 22:00:00,94,94,"Un-Christmas Eve"
"27174",2013,4,7,2234,2245,-11,2346,8,-22,"B6",112,"N570JB","JFK","BUF",51,301,22,45,2013-04-07 22:00:00,112,112,"Un-Christmas Eve"
"27175",2013,4,7,2234,2245,-11,2339,1,-22,"B6",608,"N274JB","JFK","PWM",45,273,22,45,2013-04-07 22:00:00,105,105,"Un-Christmas Eve"
"27176",2013,4,7,2235,2245,-10,2333,2359,-26,"B6",128,"N198JB","JFK","BTV",46,266,22,45,2013-04-07 22:00:00,98,98,"Un-Christmas Eve"
"27177",2013,4,7,2241,2255,-14,2347,11,-24,"B6",30,"N249JB","JFK","ROC",50,264,22,55,2013-04-07 22:00:00,106,106,"Un-Christmas Eve"
"27178",2013,4,7,2244,1935,189,NA,2220,NA,"EV",4204,"N11165","EWR","OKC",NA,1325,19,35,2013-04-07 19:00:00,NA,NA,"Un-Christmas Eve"
"27179",2013,4,7,2249,2250,-1,2350,2358,-8,"B6",1018,"N705JB","JFK","BOS",38,187,22,50,2013-04-07 22:00:00,101,101,"Un-Christmas Eve"
"27180",2013,4,7,2307,2249,18,1,2359,2,"B6",22,"N294JB","JFK","SYR",41,209,22,49,2013-04-07 22:00:00,-2306,94,"Un-Christmas Eve"
"27181",2013,4,7,2328,2130,118,159,16,103,"B6",383,"N643JB","LGA","FLL",138,1076,21,30,2013-04-07 21:00:00,-2169,231,"Un-Christmas Eve"
"27182",2013,4,7,2353,2355,-2,332,345,-13,"B6",739,"N510JB","JFK","PSE",202,1617,23,55,2013-04-07 23:00:00,-2021,379,"Un-Christmas Eve"
"27183",2013,4,7,2358,2359,-1,327,339,-12,"B6",727,"N809JB","JFK","BQN",190,1576,23,59,2013-04-07 23:00:00,-2031,369,"Un-Christmas Eve"
"27184",2013,4,8,1901,1905,-4,2020,2038,-18,"EV",3805,"N16546","EWR","BNA",116,748,19,5,2013-04-08 19:00:00,119,119,"Un-Christmas Eve"
"27185",2013,4,8,1901,1915,-14,2108,2139,-31,"9E",3826,"N8936A","JFK","CHS",94,636,19,15,2013-04-08 19:00:00,207,207,"Un-Christmas Eve"
"27186",2013,4,8,1901,1829,32,2038,2031,7,"US",1973,"N161UW","EWR","CLT",73,529,18,29,2013-04-08 18:00:00,137,137,"Un-Christmas Eve"
"27187",2013,4,8,1902,1855,7,2229,2240,-11,"VX",29,"N634VA","JFK","SFO",357,2586,18,55,2013-04-08 18:00:00,327,327,"Un-Christmas Eve"
"27188",2013,4,8,1905,1909,-4,2017,2022,-5,"EV",4086,"N11536","EWR","PWM",50,284,19,9,2013-04-08 19:00:00,112,112,"Un-Christmas Eve"
"27189",2013,4,8,1905,1850,15,2025,2035,-10,"AA",359,"N578AA","LGA","ORD",120,733,18,50,2013-04-08 18:00:00,120,120,"Un-Christmas Eve"
